,Year,County ID_x,County Name,Total Revenues,Per FTE Total,Total Expenditure,Per FTE Total Expenditure,County ID,Category of SAT Scores,Nat Num Stdnt Tested,St Num Stdnt Tested,Dist Num Stdnt Tested,St Avg SAT Score,Dist Avg SAT Score,Per FTE/Student,FIPS,STNAME
0,2011, 601,Appling County,32474144.93,9656.3,28848323.76,8578.15,601,Combined,1267239,84678,85,1451,1367.0,100.91941176470588,13001,Georgia
1,2012, 601,Appling County,29832517.5,8870.81,28567145.14,8494.54,601,Combined,1284459,86835,123,1453,1342.0,69.06130081300813,13001,Georgia
2,2013, 601,Appling County,28836125.91,8528.87,28670923.87,8480.01,601,Combined,1295267,86575,144,1443,1367.0,58.888958333333335,13001,Georgia
3,2014, 601,Appling County,30589954.52,8882.1,30328616.21,8806.22,601,Combined,1306039,83291,110,1459,1388.0,80.05654545454544,13001,Georgia
4,2015, 601,Appling County,31536480.43,8979.64,32091416.0,9137.65,601,Combined,1332096,85316,151,1455,1390.0,60.51423841059602,13001,Georgia
5,2016, 601,Appling County,33714609.16,9783.69,32856461.21,9534.67,601,Combined,1305158,50828,77,1449,1374.0,123.82688311688312,13001,Georgia
7,2011, 602,Atkinson County,14620599.14,8834.2,13981986.72,8448.33,602,Combined,1267239,84678,35,1451,1321.0,241.38085714285714,13003,Georgia
8,2012, 602,Atkinson County,14448058.66,8788.36,13967860.69,8496.27,602,Combined,1284459,86835,34,1453,1354.0,249.89029411764707,13003,Georgia
9,2013, 602,Atkinson County,14352469.22,8527.91,13901406.95,8259.9,602,Combined,1295267,86575,56,1443,1312.0,147.49821428571428,13003,Georgia
10,2014, 602,Atkinson County,14877004.4,8881.79,14439547.43,8620.63,602,Combined,1306039,83291,37,1459,1312.0,232.98999999999998,13003,Georgia
11,2015, 602,Atkinson County,15509195.92,9532.39,14738610.89,9058.77,602,Combined,1332096,85316,50,1455,1313.0,181.1754,13003,Georgia
12,2016, 602,Atkinson County,15695619.74,9472.31,14955186.1,9025.46,602,Combined,1305158,50828,41,1449,1337.0,220.1331707317073,13003,Georgia
14,2011, 603,Bacon County,16256643.4,8511.33,15264909.48,7992.1,603,Combined,1267239,84678,57,1451,1369.0,140.2122807017544,13005,Georgia
15,2012, 603,Bacon County,15548462.67,8098.16,15492623.75,8069.07,603,Combined,1284459,86835,57,1453,1394.0,141.56263157894736,13005,Georgia
16,2013, 603,Bacon County,15826045.97,8095.16,15907855.25,8137.01,603,Combined,1295267,86575,50,1443,1338.0,162.74020000000002,13005,Georgia
17,2014, 603,Bacon County,16543576.69,8181.79,16522147.42,8171.19,603,Combined,1306039,83291,60,1459,1293.0,136.1865,13005,Georgia
18,2015, 603,Bacon County,18079843.81,8853.99,18012683.64,8821.1,603,Combined,1332096,85316,72,1455,1314.0,122.51527777777778,13005,Georgia
19,2016, 603,Bacon County,19338835.93,9378.68,18534871.56,8988.78,603,Combined,1305158,50828,51,1449,1334.0,176.25058823529412,13005,Georgia
21,2011,* 604,Baker County,4804585.66,14471.64,3545551.13,10679.37,604,Combined,1267239,84678,11,1451,1059.0,970.8518181818182,13007,Georgia
24,2014,* 604,Baker County,4135680.03,13005.28,4471260.38,14060.57,604,Combined,1306039,83291,10,1459,1277.0,1406.057,13007,Georgia
28,2011, 605,Baldwin County,49310001.42,9044.39,45258063.1,8301.19,605,Combined,1267239,84678,198,1451,1298.0,41.92520202020202,13009,Georgia
29,2012, 605,Baldwin County,44917417.96,8278.18,45202311.37,8330.69,605,Combined,1284459,86835,209,1453,1323.0,39.85976076555024,13009,Georgia
30,2013, 605,Baldwin County,44725605.68,8026.85,43369711.47,7783.51,605,Combined,1295267,86575,166,1443,1301.0,46.88861445783132,13009,Georgia
31,2014, 605,Baldwin County,44856107.86,8040.17,42620760.54,7639.5,605,Combined,1306039,83291,139,1459,1302.0,54.960431654676256,13009,Georgia
32,2015, 605,Baldwin County,45972493.9,8427.59,43670184.51,8005.53,605,Combined,1332096,85316,191,1455,1320.0,41.913769633507854,13009,Georgia
33,2016, 605,Baldwin County,49343184.71,9242.03,45527662.77,8527.38,605,Combined,1305158,50828,66,1449,1321.0,129.20272727272726,13009,Georgia
35,2011, 606,Banks County,24431877.2,8369.95,22986596.47,7874.82,606,Combined,1267239,84678,91,1451,1423.0,86.53648351648351,13011,Georgia
36,2012, 606,Banks County,22865446.38,7947.67,23644322.02,8218.39,606,Combined,1284459,86835,96,1453,1385.0,85.60822916666666,13011,Georgia
37,2013, 606,Banks County,23296537.0,8229.08,23115365.31,8165.09,606,Combined,1295267,86575,98,1443,1394.0,83.31724489795918,13011,Georgia
38,2014, 606,Banks County,24459438.56,8507.63,24527517.67,8531.31,606,Combined,1306039,83291,101,1459,1428.0,84.46841584158415,13011,Georgia
39,2015, 606,Banks County,25400505.84,8921.85,24920000.2,8753.07,606,Combined,1332096,85316,93,1455,1425.0,94.11903225806451,13011,Georgia
40,2016, 606,Banks County,26006685.72,9109.17,25205997.35,8828.72,606,Combined,1305158,50828,39,1449,1375.0,226.37743589743587,13011,Georgia
42,2011, 607,Barrow County,100787329.82,8010.44,98331944.05,7815.29,607,Combined,1267239,84678,410,1451,1392.0,19.061682926829267,13013,Georgia
44,2012, 607,Barrow County,96177519.78,7502.15,95609848.09,7457.87,607,Combined,1284459,86835,442,1453,1411.0,16.873009049773756,13013,Georgia
47,2013, 607,Barrow County,103418882.87,8005.8,95006514.6,7354.58,607,Combined,1295267,86575,496,1443,1393.0,14.827782258064516,13013,Georgia
49,2014, 607,Barrow County,100541049.19,7694.86,100827053.71,7716.75,607,Combined,1306039,83291,487,1459,1393.0,15.845482546201232,13013,Georgia
52,2015, 607,Barrow County,110360808.08,8317.19,106026681.52,7990.56,607,Combined,1332096,85316,543,1455,1394.0,14.715580110497239,13013,Georgia
55,2016, 607,Barrow County,122563383.1,9211.14,112402338.05,8447.49,607,Combined,1305158,50828,318,1449,1379.0,26.56443396226415,13013,Georgia
59,2011, 608,Bartow County,121778519.77,8676.77,118306635.05,8429.4,608,Combined,1267239,84678,406,1451,1440.0,20.76206896551724,13015,Georgia
62,2012, 608,Bartow County,110707657.93,7943.44,115825323.45,8310.64,608,Combined,1284459,86835,392,1453,1454.0,21.200612244897957,13015,Georgia
65,2013, 608,Bartow County,114055619.22,8177.79,117019170.08,8390.28,608,Combined,1295267,86575,428,1443,1468.0,19.603457943925235,13015,Georgia
68,2014, 608,Bartow County,113127997.3,8154.54,117623136.28,8478.57,608,Combined,1306039,83291,458,1459,1456.0,18.512161572052403,13015,Georgia
71,2015, 608,Bartow County,118024586.95,8595.48,118303455.6,8615.79,608,Combined,1332096,85316,460,1455,1450.0,18.72997826086957,13015,Georgia
74,2016, 608,Bartow County,121251551.75,8941.85,117760735.52,8684.42,608,Combined,1305158,50828,246,1449,1426.0,35.302520325203254,13015,Georgia
80,2011, 609,Ben Hill County,27064450.39,8465.58,26175971.81,8187.67,609,Combined,1267239,84678,97,1451,1268.0,84.40896907216495,13017,Georgia
81,2012, 609,Ben Hill County,23143436.04,7286.98,25923795.82,8162.4,609,Combined,1284459,86835,89,1453,1271.0,91.7123595505618,13017,Georgia
82,2013, 609,Ben Hill County,26526069.97,8485.63,27242417.64,8714.78,609,Combined,1295267,86575,90,1443,1361.0,96.8308888888889,13017,Georgia
83,2014, 609,Ben Hill County,26368486.83,8446.02,26890387.07,8613.19,609,Combined,1306039,83291,97,1459,1294.0,88.7957731958763,13017,Georgia
84,2015, 609,Ben Hill County,28100334.78,8980.61,27608630.52,8823.47,609,Combined,1332096,85316,107,1455,1279.0,82.46233644859812,13017,Georgia
85,2016, 609,Ben Hill County,28645045.41,9222.49,28265760.99,9100.37,609,Combined,1305158,50828,57,1449,1246.0,159.65561403508772,13017,Georgia
87,2011, 610,Berrien County,26897083.69,8582.35,25336395.18,8084.36,610,Combined,1267239,84678,106,1451,1378.0,76.26754716981132,13019,Georgia
88,2012, 610,Berrien County,24476818.18,7916.18,25194141.82,8148.17,610,Combined,1284459,86835,109,1453,1338.0,74.75385321100917,13019,Georgia
90,2013, 610,Berrien County,25908454.0,8314.65,24879880.86,7984.56,610,Combined,1295267,86575,106,1443,1379.0,75.32603773584906,13019,Georgia
92,2014, 610,Berrien County,25416989.79,8199.03,25085501.88,8092.1,610,Combined,1306039,83291,122,1459,1270.0,66.32868852459016,13019,Georgia
94,2015, 610,Berrien County,26636029.74,8673.41,26008577.11,8469.09,610,Combined,1332096,85316,152,1455,1352.0,55.71769736842106,13019,Georgia
96,2016, 610,Berrien County,26687368.51,8928.53,26476909.16,8858.12,610,Combined,1305158,50828,86,1449,1335.0,103.00139534883722,13019,Georgia
100,2011, 611,Bibb County,224674534.03,9267.99,210495673.25,8683.1,611,Combined,1267239,84678,1023,1451,1280.0,8.487878787878788,13021,Georgia
107,2012, 611,Bibb County,219082476.1,9159.73,213458511.56,8924.6,611,Combined,1284459,86835,1101,1453,1291.0,8.105903723887375,13021,Georgia
114,2013, 611,Bibb County,212352798.21,8940.79,212624445.75,8952.23,611,Combined,1295267,86575,1081,1443,1284.0,8.281433857539316,13021,Georgia
121,2014, 611,Bibb County,207025519.12,8866.19,204061232.54,8739.24,611,Combined,1306039,83291,907,1459,1275.0,9.635325248070561,13021,Georgia
128,2015, 611,Bibb County,213001013.32,9085.91,215563432.42,9195.22,611,Combined,1332096,85316,1028,1455,1269.0,8.94476653696498,13021,Georgia
135,2016, 611,Bibb County,216036655.35,9170.81,210977513.49,8956.04,611,Combined,1305158,50828,548,1449,1273.0,16.34313868613139,13021,Georgia
149,2011, 612,Bleckley County,21179949.01,9047.39,19636630.08,8388.14,612,Combined,1267239,84678,90,1451,1547.0,93.20155555555554,13023,Georgia
150,2012, 612,Bleckley County,19568100.61,8288.06,20033538.8,8485.19,612,Combined,1284459,86835,105,1453,1482.0,80.81133333333334,13023,Georgia
151,2013, 612,Bleckley County,19326311.87,8491.35,19676518.97,8645.22,612,Combined,1295267,86575,118,1443,1501.0,73.26457627118644,13023,Georgia
152,2014, 612,Bleckley County,18668948.64,8216.97,18793421.81,8271.75,612,Combined,1306039,83291,113,1459,1464.0,73.20132743362832,13023,Georgia
153,2015, 612,Bleckley County,19925937.39,8551.9,19365259.51,8311.27,612,Combined,1332096,85316,130,1455,1481.0,63.93284615384616,13023,Georgia
154,2016, 612,Bleckley County,20714538.57,8699.93,20315315.63,8532.26,612,Combined,1305158,50828,91,1449,1488.0,93.7610989010989,13023,Georgia
156,2011, 613,Brantley County,25867315.0,7644.01,25857091.96,7640.98,613,Combined,1267239,84678,122,1451,1361.0,62.63098360655737,13025,Georgia
157,2012, 613,Brantley County,25385262.41,7557.39,26692080.96,7946.44,613,Combined,1284459,86835,139,1453,1342.0,57.16863309352518,13025,Georgia
158,2013, 613,Brantley County,28959934.2,8660.27,27062305.64,8092.79,613,Combined,1295267,86575,87,1443,1390.0,93.02057471264368,13025,Georgia
159,2014, 613,Brantley County,28519647.24,8543.93,27608011.24,8270.82,613,Combined,1306039,83291,94,1459,1361.0,87.98744680851064,13025,Georgia
160,2015, 613,Brantley County,29596271.96,8839.99,28856794.65,8619.11,613,Combined,1332096,85316,81,1455,1412.0,106.40876543209878,13025,Georgia
161,2016, 613,Brantley County,30090725.62,9154.46,29490907.21,8971.98,613,Combined,1305158,50828,55,1449,1458.0,163.1269090909091,13025,Georgia
163,2011, 614,Brooks County,19778483.24,8909.23,19487265.44,8778.05,614,Combined,1267239,84678,59,1451,1316.0,148.78050847457627,13027,Georgia
164,2012, 614,Brooks County,21201470.84,9580.42,20966784.03,9474.37,614,Combined,1284459,86835,43,1453,1284.0,220.33418604651163,13027,Georgia
165,2013, 614,Brooks County,20483530.29,9251.82,21597762.85,9755.09,614,Combined,1295267,86575,27,1443,1307.0,361.29962962962964,13027,Georgia
166,2014, 614,Brooks County,22238943.23,10490.07,20468894.48,9655.14,614,Combined,1306039,83291,32,1459,1293.0,301.723125,13027,Georgia
167,2015, 614,Brooks County,21332122.98,10167.84,19762358.19,9419.62,614,Combined,1332096,85316,43,1455,1295.0,219.06093023255815,13027,Georgia
168,2016, 614,Brooks County,20767762.44,10165.33,19695454.04,9640.46,614,Combined,1305158,50828,17,1449,1322.0,567.0858823529411,13027,Georgia
170,2011, 615,Bryan County,56999962.96,7716.25,49727072.58,6731.7,615,Combined,1267239,84678,508,1451,1490.0,13.251377952755906,13029,Georgia
172,2012, 615,Bryan County,55194011.5,7230.97,50813521.3,6657.08,615,Combined,1284459,86835,521,1453,1508.0,12.777504798464491,13029,Georgia
174,2013, 615,Bryan County,56280798.61,7224.75,52820720.04,6780.58,615,Combined,1295267,86575,493,1443,1501.0,13.75371196754564,13029,Georgia
176,2014, 615,Bryan County,57369665.45,7113.41,54030012.93,6699.32,615,Combined,1306039,83291,497,1459,1489.0,13.479517102615693,13029,Georgia
178,2015, 615,Bryan County,60027955.27,7170.94,55729009.15,6657.39,615,Combined,1332096,85316,576,1455,1469.0,11.55796875,13029,Georgia
180,2016, 615,Bryan County,64515037.26,7463.56,62760982.61,7260.64,615,Combined,1305158,50828,327,1449,1452.0,22.203792048929664,13029,Georgia
184,2011, 616,Bulloch County,81216637.93,8877.11,74682597.28,8162.92,616,Combined,1267239,84678,392,1451,1408.0,20.823775510204083,13031,Georgia
187,2012, 616,Bulloch County,75480028.28,8031.5,75216636.34,8003.47,616,Combined,1284459,86835,278,1453,1434.0,28.78946043165468,13031,Georgia
190,2013, 616,Bulloch County,75470344.56,7895.21,75670126.98,7916.11,616,Combined,1295267,86575,304,1443,1444.0,26.039835526315787,13031,Georgia
193,2014, 616,Bulloch County,74732593.28,7736.29,76833001.32,7953.73,616,Combined,1306039,83291,396,1459,1432.0,20.085176767676767,13031,Georgia
196,2015, 616,Bulloch County,83054140.07,8422.49,79519964.31,8064.09,616,Combined,1332096,85316,323,1455,1456.0,24.966222910216718,13031,Georgia
199,2016, 616,Bulloch County,84848938.63,8524.96,88749416.73,8916.85,616,Combined,1305158,50828,172,1449,1439.0,51.8421511627907,13031,Georgia
205,2011, 617,Burke County,45820380.94,10458.89,45591251.61,10406.59,617,Combined,1267239,84678,167,1451,1267.0,62.31491017964072,13033,Georgia
206,2012, 617,Burke County,48623295.91,11522.11,47169917.3,11177.71,617,Combined,1284459,86835,154,1453,1300.0,72.58253246753246,13033,Georgia
207,2013, 617,Burke County,49564050.34,11908.71,48282576.11,11600.81,617,Combined,1295267,86575,125,1443,1301.0,92.80648,13033,Georgia
208,2014, 617,Burke County,54190769.22,13226.94,48740807.25,11896.71,617,Combined,1306039,83291,147,1459,1327.0,80.92999999999999,13033,Georgia
209,2015, 617,Burke County,55462472.94,13325.92,47152214.64,11329.22,617,Combined,1332096,85316,118,1455,1334.0,96.01033898305084,13033,Georgia
210,2016, 617,Burke County,56581969.19,13871.53,48653597.5,11927.82,617,Combined,1305158,50828,72,1449,1341.0,165.66416666666666,13033,Georgia
212,2011, 618,Butts County,30482838.8,8548.19,27938355.77,7834.65,618,Combined,1267239,84678,136,1451,1344.0,57.60772058823529,13035,Georgia
213,2012, 618,Butts County,29857310.54,8577.22,28188213.67,8097.73,618,Combined,1284459,86835,146,1453,1323.0,55.46390410958904,13035,Georgia
214,2013, 618,Butts County,30666952.27,9253.76,27468208.74,8288.54,618,Combined,1295267,86575,99,1443,1326.0,83.72262626262628,13035,Georgia
215,2014, 618,Butts County,27955463.0,8244.02,26585278.23,7839.95,618,Combined,1306039,83291,126,1459,1364.0,62.221825396825395,13035,Georgia
216,2015, 618,Butts County,29192624.11,8513.45,27878930.99,8130.34,618,Combined,1332096,85316,138,1455,1415.0,58.91550724637681,13035,Georgia
217,2016, 618,Butts County,29583491.99,8838.81,28451319.76,8500.54,618,Combined,1305158,50828,58,1449,1355.0,146.56103448275863,13035,Georgia
219,2011, 619,Calhoun County,6656044.82,10822.84,6898937.2,11217.78,619,Combined,1267239,84678,25,1451,1221.0,448.7112,13037,Georgia
220,2012, 619,Calhoun County,6975226.44,10984.61,6806068.79,10718.22,619,Combined,1284459,86835,41,1453,1149.0,261.41999999999996,13037,Georgia
221,2013, 619,Calhoun County,6902476.33,11079.42,6950463.76,11156.44,619,Combined,1295267,86575,17,1443,1187.0,656.2611764705882,13037,Georgia
222,2014, 619,Calhoun County,7080222.1,10960.1,6814064.02,10548.09,619,Combined,1306039,83291,20,1459,1151.0,527.4045,13037,Georgia
223,2015, 619,Calhoun County,8171622.17,11999.45,6970235.47,10235.29,619,Combined,1332096,85316,31,1455,1161.0,330.17064516129034,13037,Georgia
224,2016, 619,Calhoun County,7468685.6,11743.22,7055027.73,11092.81,619,Combined,1305158,50828,20,1449,1285.0,554.6405,13037,Georgia
226,2011, 620,Camden County,81050201.17,8764.08,74113771.13,8014.03,620,Combined,1267239,84678,403,1451,1489.0,19.88593052109181,13039,Georgia
227,2012, 620,Camden County,73217753.36,8014.2,71127099.3,7785.37,620,Combined,1284459,86835,442,1453,1485.0,17.6139592760181,13039,Georgia
228,2013, 620,Camden County,71531088.4,7912.73,71747310.04,7936.65,620,Combined,1295267,86575,427,1443,1459.0,18.587002341920375,13039,Georgia
229,2014, 620,Camden County,70830314.9,7933.5,73201712.98,8199.12,620,Combined,1306039,83291,362,1459,1474.0,22.64950276243094,13039,Georgia
230,2015, 620,Camden County,75234448.43,8595.28,72582211.67,8292.27,620,Combined,1332096,85316,412,1455,1461.0,20.126868932038835,13039,Georgia
231,2016, 620,Camden County,76282978.53,8671.48,72757758.46,8270.75,620,Combined,1305158,50828,212,1449,1475.0,39.012971698113205,13039,Georgia
233,2011, 621,Candler County,16884734.09,8667.73,15863331.51,8143.39,621,Combined,1267239,84678,90,1451,1339.0,90.48211111111111,13043,Georgia
234,2012, 621,Candler County,15902190.63,8092.72,15979112.47,8131.86,621,Combined,1284459,86835,86,1453,1345.0,94.55651162790697,13043,Georgia
235,2013, 621,Candler County,33102582.99,16330.83,16610156.42,8194.45,621,Combined,1295267,86575,88,1443,1407.0,93.11875,13043,Georgia
236,2014, 621,Candler County,16894176.88,8293.66,17208203.37,8447.82,621,Combined,1306039,83291,85,1459,1362.0,99.38611764705882,13043,Georgia
237,2015, 621,Candler County,16952166.52,8205.31,16529939.89,8000.94,621,Combined,1332096,85316,71,1455,1357.0,112.68929577464789,13043,Georgia
238,2016, 621,Candler County,17005196.57,8344.06,16748471.2,8218.09,621,Combined,1305158,50828,64,1449,1317.0,128.40765625,13043,Georgia
240,2011, 622,Carroll County,119910976.38,8513.99,118179356.14,8391.04,622,Combined,1267239,84678,458,1451,1378.0,18.3210480349345,13045,Georgia
246,2012, 622,Carroll County,116458847.12,8320.87,114844312.08,8205.51,622,Combined,1284459,86835,504,1453,1402.0,16.28077380952381,13045,Georgia
251,2013, 622,Carroll County,116117863.41,8388.81,114288654.29,8256.66,622,Combined,1295267,86575,381,1443,1425.0,21.671023622047244,13045,Georgia
256,2014, 622,Carroll County,112048303.1,7910.22,111059541.58,7840.42,622,Combined,1306039,83291,450,1459,1412.0,17.423155555555557,13045,Georgia
261,2015, 622,Carroll County,119294704.8,8358.07,117483147.25,8231.15,622,Combined,1332096,85316,458,1455,1391.0,17.97194323144105,13045,Georgia
267,2016, 622,Carroll County,124421284.07,8631.97,120473980.58,8358.12,622,Combined,1305158,50828,238,1449,1403.0,35.118151260504206,13045,Georgia
278,2011, 623,Catoosa County,92852341.7,8691.6,89910026.72,8416.18,623,Combined,1267239,84678,243,1451,1492.0,34.63448559670782,13047,Georgia
281,2012, 623,Catoosa County,86642706.96,8044.82,90753902.96,8426.55,623,Combined,1284459,86835,243,1453,1509.0,34.67716049382716,13047,Georgia
284,2013, 623,Catoosa County,89066411.44,8309.21,91921503.18,8575.57,623,Combined,1295267,86575,228,1443,1486.0,37.61214912280702,13047,Georgia
287,2014, 623,Catoosa County,90733644.0,8540.44,91846592.71,8645.2,623,Combined,1306039,83291,183,1459,1503.0,47.24153005464481,13047,Georgia
290,2015, 623,Catoosa County,94714854.35,8925.26,93694407.43,8829.1,623,Combined,1332096,85316,183,1455,1519.0,48.246448087431695,13047,Georgia
293,2016, 623,Catoosa County,97974282.3,9243.73,97210254.91,9171.64,623,Combined,1305158,50828,70,1449,1573.0,131.02342857142855,13047,Georgia
299,2011, 624,Charlton County,15025877.25,9184.52,14073993.68,8602.69,624,Combined,1267239,84678,75,1451,1256.0,114.70253333333334,13049,Georgia
300,2012, 624,Charlton County,14158386.39,8702.14,13685715.5,8411.63,624,Combined,1284459,86835,72,1453,1278.0,116.82819444444443,13049,Georgia
301,2013, 624,Charlton County,13966033.49,8778.15,13446822.89,8451.81,624,Combined,1295267,86575,55,1443,1323.0,153.66927272727273,13049,Georgia
302,2014, 624,Charlton County,13830457.56,8709.36,13515627.48,8511.1,624,Combined,1306039,83291,50,1459,1326.0,170.222,13049,Georgia
303,2015, 624,Charlton County,15193737.05,9604.13,14723291.85,9306.76,624,Combined,1332096,85316,39,1455,1451.0,238.6348717948718,13049,Georgia
304,2016, 624,Charlton County,15666340.11,9646.76,15367100.69,9462.5,624,Combined,1305158,50828,22,1449,1495.0,430.1136363636364,13049,Georgia
306,2011,* 626,Chattahoochee County,9196742.62,9920.97,8588600.39,9264.94,626,Combined,1267239,84678,59,1451,1264.0,157.0328813559322,13053,Georgia
307,2012,* 626,Chattahoochee County,8715973.47,10146.65,9157149.14,10660.24,626,Combined,1284459,86835,49,1453,1311.0,217.55591836734695,13053,Georgia
308,2013,* 626,Chattahoochee County,8864256.38,9915.28,9020347.17,10089.87,626,Combined,1295267,86575,46,1443,1274.0,219.34500000000003,13053,Georgia
309,2014,* 626,Chattahoochee County,8850095.47,9736.08,8707126.21,9578.8,626,Combined,1306039,83291,66,1459,1298.0,145.13333333333333,13053,Georgia
310,2015,* 626,Chattahoochee County,9138440.19,10491.89,8903578.86,10222.25,626,Combined,1332096,85316,42,1455,1306.0,243.38690476190476,13053,Georgia
311,2016,* 626,Chattahoochee County,8888180.34,10432.14,8797783.5,10326.04,626,Combined,1305158,50828,36,1449,1253.0,286.83444444444444,13053,Georgia
313,2011, 627,Chattooga County,24065118.22,9003.04,23338222.18,8731.1,627,Combined,1267239,84678,61,1451,1392.0,143.1327868852459,13055,Georgia
314,2012, 627,Chattooga County,22453853.4,8412.83,22016129.12,8248.83,627,Combined,1284459,86835,66,1453,1331.0,124.98227272727273,13055,Georgia
315,2013, 627,Chattooga County,22156680.57,7993.03,19356567.67,6982.89,627,Combined,1295267,86575,66,1443,1356.0,105.80136363636365,13055,Georgia
316,2014, 627,Chattooga County,23926097.98,8744.92,22149546.33,8095.59,627,Combined,1306039,83291,66,1459,1277.0,122.66045454545454,13055,Georgia
317,2015, 627,Chattooga County,24276623.71,8757.8,23492944.87,8475.09,627,Combined,1332096,85316,47,1455,1298.0,180.32106382978725,13055,Georgia
318,2016, 627,Chattooga County,25546039.37,9468.51,27273328.4,10108.72,627,Combined,1305158,50828,20,1449,1403.0,505.436,13055,Georgia
320,2011, 628,Cherokee County,337878200.48,8713.59,307011305.45,7917.56,628,Combined,1267239,84678,1841,1451,1588.0,4.300684410646388,13057,Georgia
328,2012, 628,Cherokee County,312560040.02,8080.87,299512720.76,7743.55,628,Combined,1284459,86835,1909,1453,1576.0,4.056338397066527,13057,Georgia
336,2013, 628,Cherokee County,310731552.06,7912.9,291847865.09,7432.02,628,Combined,1295267,86575,2012,1443,1576.0,3.693846918489066,13057,Georgia
343,2014, 628,Cherokee County,318067496.64,7989.64,306145811.74,7690.17,628,Combined,1306039,83291,1995,1459,1577.0,3.854721804511278,13057,Georgia
351,2015, 628,Cherokee County,326706993.77,8020.7,320394500.12,7865.72,628,Combined,1332096,85316,2055,1455,1573.0,3.82760097323601,13057,Georgia
359,2016, 628,Cherokee County,350438667.29,8436.99,344447666.48,8292.75,628,Combined,1305158,50828,1216,1449,1576.0,6.819695723684211,13057,Georgia
374,2011, 629,Clarke County,144717866.75,12198.07,140126681.13,11811.08,629,Combined,1267239,84678,543,1451,1374.0,21.751528545119704,13059,Georgia
377,2012, 629,Clarke County,133021041.97,11192.35,138119200.12,11621.3,629,Combined,1284459,86835,639,1453,1352.0,18.186697965571202,13059,Georgia
380,2013, 629,Clarke County,131581225.09,10877.18,128252709.87,10602.03,629,Combined,1295267,86575,533,1443,1365.0,19.891238273921203,13059,Georgia
383,2014, 629,Clarke County,133785587.04,10904.36,131674120.8,10732.26,629,Combined,1306039,83291,501,1459,1389.0,21.421676646706587,13059,Georgia
386,2015, 629,Clarke County,139180764.2,11136.24,137889426.57,11032.92,629,Combined,1332096,85316,489,1455,1426.0,22.562208588957056,13059,Georgia
389,2016, 629,Clarke County,146206086.1,11582.51,145326635.71,11512.84,629,Combined,1305158,50828,324,1449,1379.0,35.53345679012346,13059,Georgia
395,2011, 631,Clayton County,399672317.0,7957.64,384635415.25,7658.25,631,Combined,1267239,84678,1906,1451,1275.0,4.017969569779643,13063,Georgia
405,2012, 631,Clayton County,400089786.37,7836.91,386932593.02,7579.19,631,Combined,1284459,86835,1790,1453,1287.0,4.234184357541899,13063,Georgia
416,2013, 631,Clayton County,377557262.28,7308.79,357236534.77,6915.42,631,Combined,1295267,86575,1671,1443,1284.0,4.138491921005386,13063,Georgia
427,2014, 631,Clayton County,395271826.06,7561.68,374700528.57,7168.15,631,Combined,1306039,83291,1830,1459,1294.0,3.917021857923497,13063,Georgia
439,2015, 631,Clayton County,416071680.87,7790.44,409173771.12,7661.28,631,Combined,1332096,85316,1915,1455,1280.0,4.000668407310704,13063,Georgia
451,2016, 631,Clayton County,436551446.79,8037.11,428803989.52,7894.47,631,Combined,1305158,50828,1076,1449,1303.0,7.336868029739777,13063,Georgia
475,2011, 632,Clinch County,12039395.86,9289.66,11815930.06,9117.23,632,Combined,1267239,84678,47,1451,1321.0,193.9836170212766,13065,Georgia
476,2012, 632,Clinch County,11823234.02,8997.89,12258654.47,9329.27,632,Combined,1284459,86835,47,1453,1280.0,198.49510638297872,13065,Georgia
477,2013, 632,Clinch County,11281422.18,8444.18,11913668.5,8917.42,632,Combined,1295267,86575,60,1443,1308.0,148.62366666666668,13065,Georgia
478,2014, 632,Clinch County,11894791.31,8963.67,12084645.82,9106.74,632,Combined,1306039,83291,49,1459,1340.0,185.85183673469388,13065,Georgia
479,2015, 632,Clinch County,11715529.43,8861.97,12111102.91,9161.2,632,Combined,1332096,85316,50,1455,1244.0,183.22400000000002,13065,Georgia
480,2016, 632,Clinch County,13096734.49,9982.27,11992727.61,9140.8,632,Combined,1305158,50828,31,1449,1297.0,294.8645161290322,13065,Georgia
482,2011, 633,Cobb County,924443598.34,8519.67,880578982.66,8115.41,633,Combined,1267239,84678,8070,1451,1540.0,1.005627013630731,13067,Georgia
499,2012, 633,Cobb County,862441223.14,7949.06,893991278.8,8239.85,633,Combined,1284459,86835,8434,1453,1526.0,0.9769800806260375,13067,Georgia
516,2013, 633,Cobb County,875750025.15,7966.07,890063278.51,8096.27,633,Combined,1295267,86575,8168,1443,1529.0,0.9912181684622919,13067,Georgia
533,2014, 633,Cobb County,894112169.02,8025.28,881103945.17,7908.52,633,Combined,1306039,83291,8026,1459,1533.0,0.985362571642163,13067,Georgia
549,2015, 633,Cobb County,942532798.65,8307.84,946545287.93,8343.21,633,Combined,1332096,85316,7748,1455,1531.0,1.0768211151264842,13067,Georgia
566,2016, 633,Cobb County,997080310.75,8714.98,1017503702.44,8893.49,633,Combined,1305158,50828,4307,1449,1525.0,2.064892036220107,13067,Georgia
599,2011, 634,Coffee County,63112271.33,8488.54,59119587.41,7951.52,634,Combined,1267239,84678,286,1451,1330.0,27.802517482517484,13069,Georgia
600,2012, 634,Coffee County,53293238.82,7081.22,55058656.83,7315.79,634,Combined,1284459,86835,238,1453,1348.0,30.73861344537815,13069,Georgia
