,Year,County ID_x,County Name,Total Revenues,Per FTE Total,Total Expenditure,Per FTE Total Expenditure,County ID,Category of SAT Scores,Nat Num Stdnt Tested,St Num Stdnt Tested,Dist Num Stdnt Tested,St Avg SAT Score,Dist Avg SAT Score,Per FTE/Student,FIPS,STNAME
1323,2012, 665,Grady County,33414118.74,7582.06,33358030.29,7569.33,665,Combined,1284459,86835,149,1453,1403.0,50.800872483221475,13131,Georgia
1324,2013, 665,Grady County,34209552.59,7684.09,32860154.58,7380.99,665,Combined,1295267,86575,123,1443,1381.0,60.008048780487805,13131,Georgia
1325,2014, 665,Grady County,33812567.92,7554.19,34089032.45,7615.96,665,Combined,1306039,83291,178,1459,1286.0,42.78629213483146,13131,Georgia
1326,2015, 665,Grady County,36530620.18,8183.38,35506442.36,7953.95,665,Combined,1332096,85316,141,1455,1316.0,56.410992907801415,13131,Georgia
1327,2016, 665,Grady County,37225182.55,8433.44,35988026.74,8153.16,665,Combined,1305158,50828,67,1449,1382.0,121.6889552238806,13131,Georgia
1329,2011, 666,Greene County,26963368.13,13269.37,25245940.35,12424.18,666,Combined,1267239,84678,29,1451,1260.0,428.42,13133,Georgia
1330,2012, 666,Greene County,26023161.31,12706.62,25197204.52,12303.32,666,Combined,1284459,86835,38,1453,1297.0,323.7715789473684,13133,Georgia
1331,2013, 666,Greene County,29237865.65,14172.5,27146449.6,13158.72,666,Combined,1295267,86575,35,1443,1300.0,375.96342857142855,13133,Georgia
1332,2014, 666,Greene County,30446339.99,14395.43,28857250.36,13644.09,666,Combined,1306039,83291,23,1459,1240.0,593.221304347826,13133,Georgia
1333,2015, 666,Greene County,31993026.24,14437.29,30777954.39,13888.97,666,Combined,1332096,85316,52,1455,1248.0,267.0955769230769,13133,Georgia
1334,2016, 666,Greene County,29186421.5,12673.22,28689177.6,12457.31,666,Combined,1305158,50828,19,1449,1288.0,655.6478947368421,13133,Georgia
1336,2011, 667,Gwinnett County,1349287200.43,8281.49,1324518650.7,8129.47,667,Combined,1267239,84678,10797,1451,1526.0,0.7529378531073446,13135,Georgia
1356,2012, 667,Gwinnett County,1290110870.5,7844.77,1331931053.79,8099.06,667,Combined,1284459,86835,11323,1453,1530.0,0.7152751037710854,13135,Georgia
1376,2013, 667,Gwinnett County,1298507919.15,7737.73,1275396199.03,7600.01,667,Combined,1295267,86575,11142,1443,1528.0,0.6821046490755699,13135,Georgia
1397,2014, 667,Gwinnett County,1340494779.89,7762.3,1337523862.46,7745.1,667,Combined,1306039,83291,11308,1459,1523.0,0.6849221789883269,13135,Georgia
1418,2015, 667,Gwinnett County,1455216057.16,8211.4,1412066595.25,7967.92,667,Combined,1332096,85316,11832,1455,1519.0,0.67342123056119,13135,Georgia
1440,2016, 667,Gwinnett County,1554321322.76,8623.86,1509905050.75,8377.42,667,Combined,1305158,50828,7423,1449,1515.0,1.1285760474201805,13135,Georgia
1484,2011, 668,Habersham County,62168639.34,9037.45,61639543.85,8960.54,668,Combined,1267239,84678,280,1451,1433.0,32.00192857142857,13137,Georgia
1485,2012, 668,Habersham County,60447610.46,8800.06,62274010.22,9065.95,668,Combined,1284459,86835,326,1453,1424.0,27.809662576687117,13137,Georgia
1486,2013, 668,Habersham County,58230238.74,8415.99,61351083.18,8867.04,668,Combined,1295267,86575,328,1443,1447.0,27.033658536585367,13137,Georgia
1487,2014, 668,Habersham County,60900245.02,8722.46,60532877.62,8669.85,668,Combined,1306039,83291,266,1459,1467.0,32.593421052631584,13137,Georgia
1488,2015, 668,Habersham County,64273425.93,9342.07,62559343.26,9092.93,668,Combined,1332096,85316,298,1455,1412.0,30.51318791946309,13137,Georgia
1489,2016, 668,Habersham County,65252367.79,9539.82,65005035.64,9503.66,668,Combined,1305158,50828,208,1449,1391.0,45.690673076923076,13137,Georgia
1491,2011, 669,Hall County,213700194.61,8040.79,205895991.07,7747.15,669,Combined,1267239,84678,1144,1451,1454.0,6.7719842657342655,13139,Georgia
1498,2012, 669,Hall County,206627457.67,7727.28,208463351.39,7795.94,669,Combined,1284459,86835,1194,1453,1439.0,6.529262981574539,13139,Georgia
1505,2013, 669,Hall County,207794807.89,7597.34,208571149.7,7625.72,669,Combined,1295267,86575,1273,1443,1421.0,5.990353495679497,13139,Georgia
1512,2014, 669,Hall County,208733203.62,7572.95,208660337.57,7570.31,669,Combined,1306039,83291,1304,1459,1423.0,5.805452453987731,13139,Georgia
1519,2015, 669,Hall County,225630269.75,8106.87,219664639.71,7892.52,669,Combined,1332096,85316,1300,1455,1430.0,6.0711692307692315,13139,Georgia
1526,2016, 669,Hall County,236610806.96,8475.81,230722491.96,8264.88,669,Combined,1305158,50828,861,1449,1397.0,9.599163763066201,13139,Georgia
1540,2011, 670,Hancock County,12090213.78,10670.97,11234097.98,9915.36,670,Combined,1267239,84678,77,1451,1167.0,128.7709090909091,13141,Georgia
1541,2012, 670,Hancock County,10769852.53,10103.05,11211946.45,10517.77,670,Combined,1284459,86835,72,1453,1173.0,146.08013888888888,13141,Georgia
1542,2013, 670,Hancock County,11607418.48,11313.27,12173835.8,11865.34,670,Combined,1295267,86575,74,1443,1100.0,160.34243243243245,13141,Georgia
1543,2014, 670,Hancock County,11947684.04,12669.87,11381433.8,12069.39,670,Combined,1306039,83291,54,1459,1148.0,223.50722222222223,13141,Georgia
1544,2015, 670,Hancock County,11324832.33,12390.41,10756321.32,11768.4,670,Combined,1332096,85316,59,1455,1134.0,199.464406779661,13141,Georgia
1547,2011, 671,Haralson County,34629267.13,9968.13,32673220.58,9405.07,671,Combined,1267239,84678,92,1451,1405.0,102.22902173913043,13143,Georgia
1548,2012, 671,Haralson County,32803145.45,9670.74,32425933.02,9559.53,671,Combined,1284459,86835,105,1453,1414.0,91.04314285714287,13143,Georgia
1549,2013, 671,Haralson County,31844337.0,9346.74,30491019.96,8949.52,671,Combined,1295267,86575,137,1443,1356.0,65.32496350364964,13143,Georgia
1550,2014, 671,Haralson County,32403413.22,9547.26,30910373.02,9107.36,671,Combined,1306039,83291,132,1459,1384.0,68.99515151515152,13143,Georgia
1551,2015, 671,Haralson County,33168742.65,9735.47,32342904.27,9493.07,671,Combined,1332096,85316,126,1455,1371.0,75.3418253968254,13143,Georgia
1552,2016, 671,Haralson County,33866630.49,10091.37,32703437.1,9744.77,671,Combined,1305158,50828,94,1449,1362.0,103.66776595744682,13143,Georgia
1554,2011, 672,Harris County,43590327.23,9006.27,41255741.98,8523.91,672,Combined,1267239,84678,218,1451,1467.0,39.10050458715596,13145,Georgia
1555,2012, 672,Harris County,42049882.68,8655.8,41744179.56,8592.87,672,Combined,1284459,86835,177,1453,1495.0,48.54728813559323,13145,Georgia
1556,2013, 672,Harris County,40322528.91,8066.12,40337656.68,8069.15,672,Combined,1295267,86575,159,1443,1498.0,50.74937106918239,13145,Georgia
1557,2014, 672,Harris County,41605271.85,8307.76,41371986.95,8261.18,672,Combined,1306039,83291,174,1459,1465.0,47.4780459770115,13145,Georgia
1558,2015, 672,Harris County,45998454.61,9001.65,44813007.76,8769.67,672,Combined,1332096,85316,200,1455,1473.0,43.84835,13145,Georgia
1559,2016, 672,Harris County,46978116.44,9262.25,45337054.38,8938.69,672,Combined,1305158,50828,119,1449,1456.0,75.11504201680673,13145,Georgia
1561,2011, 673,Hart County,29436073.35,8698.6,28656237.65,8468.16,673,Combined,1267239,84678,147,1451,1379.0,57.606530612244896,13147,Georgia
1562,2012, 673,Hart County,30989035.53,9278.15,28167188.86,8433.29,673,Combined,1284459,86835,154,1453,1354.0,54.76162337662338,13147,Georgia
1563,2013, 673,Hart County,29907725.01,8661.37,29144368.61,8440.3,673,Combined,1295267,86575,191,1443,1372.0,44.190052356020935,13147,Georgia
1564,2014, 673,Hart County,30217601.49,8718.29,28685800.99,8276.34,673,Combined,1306039,83291,176,1459,1397.0,47.02465909090909,13147,Georgia
1565,2015, 673,Hart County,33384923.42,9637.68,29250587.89,8444.17,673,Combined,1332096,85316,193,1455,1362.0,43.75217616580311,13147,Georgia
1566,2016, 673,Hart County,32106750.0,9311.7,31175682.4,9041.67,673,Combined,1305158,50828,101,1449,1379.0,89.52148514851486,13147,Georgia
1568,2011, 674,Heard County,18423537.22,9211.77,17283449.18,8641.72,674,Combined,1267239,84678,78,1451,1406.0,110.79128205128204,13149,Georgia
1569,2012, 674,Heard County,16779642.93,8582.94,17108729.34,8751.27,674,Combined,1284459,86835,77,1453,1430.0,113.65285714285714,13149,Georgia
1570,2013, 674,Heard County,16453948.94,8614.63,16862428.18,8828.5,674,Combined,1295267,86575,84,1443,1435.0,105.10119047619048,13149,Georgia
1571,2014, 674,Heard County,16488438.48,8578.79,17563161.83,9137.96,674,Combined,1306039,83291,78,1459,1388.0,117.15333333333332,13149,Georgia
1572,2015, 674,Heard County,17630401.11,9254.8,18030643.41,9464.9,674,Combined,1332096,85316,124,1455,1348.0,76.32983870967742,13149,Georgia
1573,2016, 674,Heard County,18224197.11,9491.77,18050986.88,9401.56,674,Combined,1305158,50828,53,1449,1333.0,177.38792452830188,13149,Georgia
1575,2011, 675,Henry County,336202984.09,8194.88,303635281.41,7401.05,675,Combined,1267239,84678,2100,1451,1387.0,3.524309523809524,13151,Georgia
1585,2012, 675,Henry County,307216274.16,7685.59,306448441.1,7666.39,675,Combined,1284459,86835,1890,1453,1391.0,4.056291005291006,13151,Georgia
1595,2013, 675,Henry County,308254982.04,7642.18,317595662.55,7873.75,675,Combined,1295267,86575,1819,1443,1384.0,4.328614623419461,13151,Georgia
1605,2014, 675,Henry County,305963966.95,7476.21,308880716.78,7547.48,675,Combined,1306039,83291,1811,1459,1386.0,4.167575924903368,13151,Georgia
1615,2015, 675,Henry County,334412362.92,8050.37,333078818.18,8018.27,675,Combined,1332096,85316,1798,1455,1393.0,4.459549499443827,13151,Georgia
1626,2016, 675,Henry County,362475569.33,8604.76,350885187.67,8329.62,675,Combined,1305158,50828,926,1449,1367.0,8.995269978401728,13151,Georgia
1647,2011, 676,Houston County,236344885.82,9000.87,219808671.27,8371.11,676,Combined,1267239,84678,1290,1451,1475.0,6.489232558139535,13153,Georgia
1653,2012, 676,Houston County,223076189.39,8406.87,224092819.49,8445.18,676,Combined,1284459,86835,1448,1453,1459.0,5.832306629834254,13153,Georgia
1660,2013, 676,Houston County,229520422.59,8558.77,225544779.12,8410.51,676,Combined,1295267,86575,1348,1443,1460.0,6.239250741839763,13153,Georgia
1666,2014, 676,Houston County,231106505.41,8520.68,230328442.36,8492.0,676,Combined,1306039,83291,1300,1459,1463.0,6.532307692307692,13153,Georgia
1672,2015, 676,Houston County,240776733.13,8835.19,241785543.56,8872.21,676,Combined,1332096,85316,1312,1455,1465.0,6.762355182926829,13153,Georgia
1679,2016, 676,Houston County,248845788.3,8982.95,243077550.06,8774.73,676,Combined,1305158,50828,739,1449,1467.0,11.873788903924222,13153,Georgia
1690,2011, 677,Irwin County,15443441.06,9682.41,15145064.86,9495.34,677,Combined,1267239,84678,53,1451,1339.0,179.15735849056605,13155,Georgia
1691,2012, 677,Irwin County,13978942.27,8677.18,14972479.21,9293.9,677,Combined,1284459,86835,60,1453,1395.0,154.89833333333334,13155,Georgia
1692,2013, 677,Irwin County,14888294.06,9184.64,14349004.17,8851.95,677,Combined,1295267,86575,65,1443,1343.0,136.18384615384616,13155,Georgia
1693,2014, 677,Irwin County,15499778.32,9048.32,14707721.26,8585.94,677,Combined,1306039,83291,71,1459,1364.0,120.92873239436621,13155,Georgia
1694,2015, 677,Irwin County,15581818.55,9080.31,15395476.8,8971.72,677,Combined,1332096,85316,64,1455,1444.0,140.183125,13155,Georgia
1695,2016, 677,Irwin County,15605193.31,9266.74,15747994.98,9351.54,677,Combined,1305158,50828,22,1449,1431.0,425.07000000000005,13155,Georgia
1697,2011, 678,Jackson County,68439303.31,9451.64,62279130.75,8600.9,678,Combined,1267239,84678,279,1451,1441.0,30.827598566308243,13157,Georgia
1699,2012, 678,Jackson County,62871428.91,8887.68,65598948.44,9273.25,678,Combined,1284459,86835,347,1453,1427.0,26.72406340057637,13157,Georgia
1701,2013, 678,Jackson County,61777387.81,8645.03,65298615.45,9137.79,678,Combined,1295267,86575,318,1443,1410.0,28.735188679245287,13157,Georgia
1703,2014, 678,Jackson County,61000177.46,8492.3,61096492.5,8505.71,678,Combined,1306039,83291,322,1459,1416.0,26.415248447204966,13157,Georgia
1705,2015, 678,Jackson County,63913186.69,8815.61,61208821.76,8442.6,678,Combined,1332096,85316,400,1455,1410.0,21.1065,13157,Georgia
1707,2016, 678,Jackson County,65912538.21,9029.11,65488424.28,8971.02,678,Combined,1305158,50828,193,1449,1445.0,46.4819689119171,13157,Georgia
1711,2011, 679,Jasper County,18541544.26,8978.96,18706847.35,9059.01,679,Combined,1267239,84678,79,1451,1364.0,114.67101265822785,13159,Georgia
1712,2012, 679,Jasper County,16998108.45,8029.34,17178599.03,8114.6,679,Combined,1284459,86835,87,1453,1352.0,93.2712643678161,13159,Georgia
1713,2013, 679,Jasper County,17372195.21,8020.4,16950138.49,7825.55,679,Combined,1295267,86575,67,1443,1344.0,116.79925373134328,13159,Georgia
1714,2014, 679,Jasper County,18183016.73,8261.25,17531447.9,7965.22,679,Combined,1306039,83291,63,1459,1333.0,126.43206349206349,13159,Georgia
1715,2015, 679,Jasper County,19104051.37,8438.19,18452003.89,8150.18,679,Combined,1332096,85316,40,1455,1431.0,203.7545,13159,Georgia
1716,2016, 679,Jasper County,21728683.78,9476.09,20042150.08,8740.58,679,Combined,1305158,50828,44,1449,1394.0,198.64954545454546,13159,Georgia
1718,2011, 680,Jeff Davis County,21702606.42,7663.35,20975635.64,7406.65,680,Combined,1267239,84678,80,1451,1430.0,92.583125,13161,Georgia
1719,2012, 680,Jeff Davis County,22198492.0,7644.11,19982604.79,6881.06,680,Combined,1284459,86835,99,1453,1454.0,69.50565656565657,13161,Georgia
1720,2013, 680,Jeff Davis County,17761905.25,6039.41,20947150.72,7122.46,680,Combined,1295267,86575,113,1443,1464.0,63.03061946902655,13161,Georgia
1721,2014, 680,Jeff Davis County,22822988.74,7731.36,22120249.64,7493.31,680,Combined,1306039,83291,92,1459,1434.0,81.44902173913044,13161,Georgia
1722,2015, 680,Jeff Davis County,23505275.63,7957.1,23692184.84,8020.37,680,Combined,1332096,85316,111,1455,1388.0,72.25558558558558,13161,Georgia
1723,2016, 680,Jeff Davis County,26164801.84,8721.6,23917593.42,7972.53,680,Combined,1305158,50828,30,1449,1406.0,265.751,13161,Georgia
1725,2011, 681,Jefferson County,24938446.73,8834.02,23887603.49,8461.78,681,Combined,1267239,84678,143,1451,1306.0,59.17328671328672,13163,Georgia
1726,2012, 681,Jefferson County,23572024.46,8485.25,24509735.05,8822.8,681,Combined,1284459,86835,131,1453,1307.0,67.34961832061069,13163,Georgia
1727,2013, 681,Jefferson County,23851135.46,8688.94,24238713.2,8830.13,681,Combined,1295267,86575,140,1443,1287.0,63.072357142857136,13163,Georgia
1728,2014, 681,Jefferson County,24129301.41,9054.15,24453124.34,9175.66,681,Combined,1306039,83291,141,1459,1341.0,65.07560283687943,13163,Georgia
1729,2015, 681,Jefferson County,24048744.86,8834.95,24333859.08,8939.7,681,Combined,1332096,85316,149,1455,1327.0,59.997986577181216,13163,Georgia
1730,2016, 681,Jefferson County,24026246.07,9145.89,24481409.45,9319.15,681,Combined,1305158,50828,77,1449,1300.0,121.02792207792207,13163,Georgia
1732,2011, 682,Jenkins County,13288806.21,9471.71,12540802.01,8938.56,682,Combined,1267239,84678,63,1451,1301.0,141.88190476190476,13165,Georgia
1733,2012, 682,Jenkins County,12029941.13,8871.64,12110107.61,8930.76,682,Combined,1284459,86835,72,1453,1291.0,124.03833333333334,13165,Georgia
1734,2013, 682,Jenkins County,11722267.55,8914.27,12535913.43,9533.01,682,Combined,1295267,86575,52,1443,1283.0,183.32711538461538,13165,Georgia
1735,2014, 682,Jenkins County,12229920.24,9400.4,13067161.53,10043.94,682,Combined,1306039,83291,68,1459,1332.0,147.705,13165,Georgia
1736,2015, 682,Jenkins County,12295445.81,10332.31,12467919.12,10477.24,682,Combined,1332096,85316,60,1455,1290.0,174.62066666666666,13165,Georgia
1737,2016, 682,Jenkins County,12872363.49,10945.89,12231982.84,10401.35,682,Combined,1305158,50828,21,1449,1298.0,495.302380952381,13165,Georgia
1739,2011, 683,Johnson County,10738768.69,9562.57,10436480.2,9293.39,683,Combined,1267239,84678,55,1451,1290.0,168.97072727272726,13167,Georgia
1740,2012, 683,Johnson County,10011400.9,8781.93,10045520.72,8811.86,683,Combined,1284459,86835,40,1453,1409.0,220.2965,13167,Georgia
1741,2013, 683,Johnson County,9744441.47,8577.85,9608890.7,8458.53,683,Combined,1295267,86575,48,1443,1373.0,176.219375,13167,Georgia
1742,2014, 683,Johnson County,9681482.92,8737.8,9397708.52,8481.69,683,Combined,1306039,83291,42,1459,1313.0,201.94500000000002,13167,Georgia
1743,2015, 683,Johnson County,9553193.54,8598.73,9926418.87,8934.67,683,Combined,1332096,85316,54,1455,1298.0,165.45685185185187,13167,Georgia
1744,2016, 683,Johnson County,10336463.27,9320.53,10029168.48,9043.43,683,Combined,1305158,50828,35,1449,1256.0,258.3837142857143,13167,Georgia
1746,2011, 684,Jones County,45516667.25,8418.1,40816499.46,7548.83,684,Combined,1267239,84678,254,1451,1357.0,29.7198031496063,13169,Georgia
1747,2012, 684,Jones County,43793386.43,8164.32,42144636.28,7856.94,684,Combined,1284459,86835,210,1453,1354.0,37.414,13169,Georgia
1748,2013, 684,Jones County,43890559.66,8315.76,43631733.0,8266.72,684,Combined,1295267,86575,261,1443,1354.0,31.67325670498084,13169,Georgia
1749,2014, 684,Jones County,44001641.56,8363.74,45471978.92,8643.22,684,Combined,1306039,83291,221,1459,1390.0,39.109592760180995,13169,Georgia
1750,2015, 684,Jones County,45893411.2,8796.9,46512184.21,8915.5,684,Combined,1332096,85316,225,1455,1403.0,39.62444444444444,13169,Georgia
1751,2016, 684,Jones County,45113554.1,8565.32,46109125.6,8754.34,684,Combined,1305158,50828,170,1449,1355.0,51.496117647058824,13169,Georgia
1753,2011, 685,Lamar County,21668757.3,8737.4,20621824.92,8315.25,685,Combined,1267239,84678,118,1451,1280.0,70.46822033898304,13171,Georgia
1754,2012, 685,Lamar County,19815488.39,7996.57,20904525.89,8436.05,685,Combined,1284459,86835,119,1453,1321.0,70.89117647058823,13171,Georgia
1755,2013, 685,Lamar County,20230881.34,8072.98,21419608.1,8547.33,685,Combined,1295267,86575,112,1443,1326.0,76.31544642857143,13171,Georgia
1756,2014, 685,Lamar County,21437396.95,8554.43,21995501.99,8777.14,685,Combined,1306039,83291,108,1459,1330.0,81.26981481481481,13171,Georgia
1757,2015, 685,Lamar County,22216414.67,8688.47,22189566.18,8677.97,685,Combined,1332096,85316,94,1455,1368.0,92.31882978723404,13171,Georgia
1758,2016, 685,Lamar County,22268345.48,8406.32,22271327.66,8407.45,685,Combined,1305158,50828,45,1449,1413.0,186.83222222222224,13171,Georgia
1760,2011, 686,Lanier County,15028822.86,9294.26,13069255.93,8082.41,686,Combined,1267239,84678,31,1451,1316.0,260.7229032258064,13173,Georgia
1761,2012, 686,Lanier County,13641769.64,8212.99,13230983.81,7965.67,686,Combined,1284459,86835,73,1453,1344.0,109.11876712328767,13173,Georgia
1762,2013, 686,Lanier County,14274564.51,8768.16,13521522.64,8305.6,686,Combined,1295267,86575,48,1443,1306.0,173.03333333333333,13173,Georgia
1763,2014, 686,Lanier County,14914789.51,8851.51,14875564.67,8828.23,686,Combined,1306039,83291,52,1459,1288.0,169.77365384615385,13173,Georgia
1764,2015, 686,Lanier County,15478077.37,9312.92,15867718.33,9547.36,686,Combined,1332096,85316,69,1455,1391.0,138.36753623188406,13173,Georgia
1765,2016, 686,Lanier County,16317626.68,9736.05,15432610.21,9208.0,686,Combined,1305158,50828,37,1449,1382.0,248.86486486486487,13173,Georgia
1767,2011, 687,Laurens County,48670252.03,7673.07,45588123.61,7187.15,687,Combined,1267239,84678,257,1451,1355.0,27.96556420233463,13175,Georgia
1769,2012, 687,Laurens County,48104183.48,7593.4,45991406.01,7259.89,687,Combined,1284459,86835,335,1453,1359.0,21.67131343283582,13175,Georgia
1771,2013, 687,Laurens County,47387962.03,7388.21,47088587.12,7341.53,687,Combined,1295267,86575,319,1443,1376.0,23.014200626959248,13175,Georgia
1773,2014, 687,Laurens County,49690822.76,7725.56,48550441.29,7548.27,687,Combined,1306039,83291,299,1459,1350.0,25.245050167224083,13175,Georgia
1775,2015, 687,Laurens County,51584304.1,8154.33,52057564.68,8229.14,687,Combined,1332096,85316,348,1455,1351.0,23.646954022988503,13175,Georgia
1777,2016, 687,Laurens County,54517913.49,8743.85,53119771.5,8519.61,687,Combined,1305158,50828,194,1449,1374.0,43.91551546391753,13175,Georgia
1781,2011, 688,Lee County,45657357.47,7443.33,43596733.59,7107.39,688,Combined,1267239,84678,311,1451,1473.0,22.853344051446946,13177,Georgia
1782,2012, 688,Lee County,42740416.43,7068.04,43748051.77,7234.67,688,Combined,1284459,86835,324,1453,1491.0,22.32922839506173,13177,Georgia
1783,2013, 688,Lee County,44024955.1,7220.76,43177536.71,7081.77,688,Combined,1295267,86575,293,1443,1438.0,24.16986348122867,13177,Georgia
1784,2014, 688,Lee County,46355613.72,7527.71,45250653.18,7348.27,688,Combined,1306039,83291,302,1459,1417.0,24.332019867549672,13177,Georgia
1785,2015, 688,Lee County,48955595.63,7744.91,47399758.22,7498.78,688,Combined,1332096,85316,304,1455,1433.0,24.66703947368421,13177,Georgia
1786,2016, 688,Lee County,50202091.07,8116.75,48746283.73,7881.37,688,Combined,1305158,50828,181,1449,1469.0,43.54348066298343,13177,Georgia
1788,2011, 689,Liberty County,91111941.13,9009.39,87374537.19,8639.82,689,Combined,1267239,84678,401,1451,1387.0,21.545685785536158,13179,Georgia
1790,2012, 689,Liberty County,87110710.44,8628.24,91547560.81,9067.71,689,Combined,1284459,86835,371,1453,1357.0,24.441266846361184,13179,Georgia
1792,2013, 689,Liberty County,86142393.44,8836.02,88194056.91,9046.47,689,Combined,1295267,86575,376,1443,1375.0,24.05976063829787,13179,Georgia
1794,2014, 689,Liberty County,85947864.62,8786.33,85858161.06,8777.16,689,Combined,1306039,83291,366,1459,1357.0,23.981311475409836,13179,Georgia
1796,2015, 689,Liberty County,85718169.21,8870.76,87411807.2,9046.03,689,Combined,1332096,85316,361,1455,1369.0,25.058254847645433,13179,Georgia
1798,2016, 689,Liberty County,91669267.92,9629.12,90112531.7,9465.6,689,Combined,1305158,50828,187,1449,1372.0,50.61818181818182,13179,Georgia
1802,2011, 690,Lincoln County,12793500.99,10915.96,12273078.02,10471.91,690,Combined,1267239,84678,66,1451,1352.0,158.66530303030302,13181,Georgia
1803,2012, 690,Lincoln County,11511730.66,10115.76,11463651.82,10073.51,690,Combined,1284459,86835,78,1453,1404.0,129.1475641025641,13181,Georgia
1804,2013, 690,Lincoln County,11670359.56,10485.5,10765228.83,9672.26,690,Combined,1295267,86575,73,1443,1337.0,132.49671232876713,13181,Georgia
1805,2014, 690,Lincoln County,11326612.97,9935.63,10666101.69,9356.23,690,Combined,1306039,83291,60,1459,1338.0,155.93716666666666,13181,Georgia
1806,2015, 690,Lincoln County,11815727.78,10355.59,10884600.34,9539.53,690,Combined,1332096,85316,63,1455,1391.0,151.42111111111112,13181,Georgia
1807,2016, 690,Lincoln County,11832665.66,10462.13,11350855.83,10036.12,690,Combined,1305158,50828,44,1449,1361.0,228.0936363636364,13181,Georgia
1809,2011, 691,Long County,18738588.47,7412.42,17825126.53,7051.08,691,Combined,1267239,84678,66,1451,1304.0,106.83454545454545,13183,Georgia
1810,2012, 691,Long County,19786764.05,7633.78,19387404.64,7479.71,691,Combined,1284459,86835,85,1453,1307.0,87.99658823529411,13183,Georgia
1811,2013, 691,Long County,20563429.83,7388.94,20354097.79,7313.73,691,Combined,1295267,86575,97,1443,1307.0,75.39927835051546,13183,Georgia
1812,2014, 691,Long County,22012554.63,7298.59,22633893.87,7504.61,691,Combined,1306039,83291,124,1459,1314.0,60.52104838709677,13183,Georgia
1813,2015, 691,Long County,24414873.02,7847.92,23191237.12,7454.59,691,Combined,1332096,85316,113,1455,1323.0,65.96982300884956,13183,Georgia
1814,2016, 691,Long County,25358350.92,7547.13,24555317.79,7308.13,691,Combined,1305158,50828,54,1449,1274.0,135.33574074074073,13183,Georgia
1816,2011, 692,Lowndes County,79076487.86,7841.78,80553804.55,7988.28,692,Combined,1267239,84678,497,1451,1459.0,16.072997987927565,13185,Georgia
1817,2012, 692,Lowndes County,76760753.64,7558.17,77418480.33,7622.93,692,Combined,1284459,86835,556,1453,1432.0,13.710305755395684,13185,Georgia
1818,2013, 692,Lowndes County,75690124.47,7435.18,78526924.48,7713.84,692,Combined,1295267,86575,503,1443,1416.0,15.335666003976144,13185,Georgia
1819,2014, 692,Lowndes County,76302562.7,7476.98,78451071.8,7687.51,692,Combined,1306039,83291,483,1459,1431.0,15.91616977225673,13185,Georgia
1820,2015, 692,Lowndes County,82330290.01,8016.58,79464374.78,7737.52,692,Combined,1332096,85316,510,1455,1472.0,15.171607843137256,13185,Georgia
1821,2016, 692,Lowndes County,86252035.16,8407.45,80955421.65,7891.16,692,Combined,1305158,50828,239,1449,1488.0,33.017405857740584,13185,Georgia
1823,2011, 693,Lumpkin County,33267708.11,8527.99,30881978.19,7916.43,693,Combined,1267239,84678,183,1451,1464.0,43.259180327868854,13187,Georgia
1824,2012, 693,Lumpkin County,30103468.43,7831.29,32382437.43,8424.15,693,Combined,1284459,86835,182,1453,1477.0,46.28653846153846,13187,Georgia
1825,2013, 693,Lumpkin County,31511620.0,8283.81,32145979.99,8450.57,693,Combined,1295267,86575,175,1443,1482.0,48.28897142857143,13187,Georgia
1826,2014, 693,Lumpkin County,31540233.44,8319.77,32156516.23,8482.33,693,Combined,1306039,83291,146,1459,1504.0,58.098150684931504,13187,Georgia
1827,2015, 693,Lumpkin County,33803805.0,9074.85,32556466.18,8739.99,693,Combined,1332096,85316,119,1455,1506.0,73.44529411764705,13187,Georgia
1828,2016, 693,Lumpkin County,34104866.06,9075.27,34086237.43,9070.31,693,Combined,1305158,50828,82,1449,1447.0,110.61353658536585,13187,Georgia
1830,2011, 694,Macon County,18086747.1,10583.23,17762107.03,10393.28,694,Combined,1267239,84678,41,1451,1257.0,253.49463414634147,13193,Georgia
1832,2012, 694,Macon County,16898627.94,9975.58,17041134.07,10059.7,694,Combined,1284459,86835,47,1453,1311.0,214.03617021276597,13193,Georgia
1833,2013, 694,Macon County,16038340.8,9827.41,16843280.01,10320.64,694,Combined,1295267,86575,40,1443,1270.0,258.01599999999996,13193,Georgia
1834,2014, 694,Macon County,15289947.59,9922.09,15731917.42,10208.9,694,Combined,1306039,83291,50,1459,1190.0,204.178,13193,Georgia
1835,2015, 694,Macon County,15049055.23,9907.21,15494288.08,10200.32,694,Combined,1332096,85316,42,1455,1145.0,242.8647619047619,13193,Georgia
